10
5
     307.290       3300.112
     327.770       3247.864
     359.440       3259.921
     339.608       3313.475
     307.290       3300.112
6
    1202.427       3115.256
    1297.349       3163.081
    1182.942       3439.704
    1078.814       3400.804
    1084.929       3366.680
    1202.427       3115.256
42
    1388.734      11393.230
    1402.288      11134.567
    1464.983      11124.196
    1571.787      11121.740
    1618.323      11170.745
    1550.530      11318.213
    1557.308      11330.396
    1562.017      11343.517
    1564.534      11357.230
    1564.790      11371.169
    1562.021      11386.460
    1557.795      11399.752
    1551.468      11412.182
    1543.206      11423.420
    1539.852      11422.107
    1536.324      11421.382
    1532.724      11421.267
    1529.156      11421.766
    1525.725      11422.864
    1522.531      11424.529
    1519.666      11426.712
    1517.214      11429.350
    1515.246      11432.367
    1516.183      11433.052
    1516.989      11433.888
    1517.639      11434.851
    1518.114      11435.910
    1518.400      11437.036
    1518.488      11438.194
    1518.375      11439.350
    1518.065      11440.470
    1517.567      11441.519
    1516.896      11442.467
    1516.073      11443.286
    1515.120      11443.951
    1514.068      11444.443
    1512.946      11444.746
    1511.789      11444.852
    1510.632      11444.758
    1509.507      11444.466
    1508.450      11443.985
    1388.734      11393.230
136
   -1001.480      11805.872
   -1024.832      11817.700
   -1031.011      11811.937
   -1036.199      11805.270
   -1040.268      11797.866
   -1043.113      11789.911
   -1044.663      11781.607
   -1053.137      11781.391
   -1052.012      11773.004
   -1043.840      11756.801
   -1033.592      11741.822
   -1005.072      11712.080
   -1002.716      11711.694
    -987.472      11701.875
    -971.061      11694.161
    -964.064      11692.642
    -958.535      11693.865
    -951.411      11694.606
    -944.495      11696.465
    -937.959      11699.394
    -931.970      11703.320
    -926.678      11708.143
    -922.215      11713.743
    -904.272      11705.382
    -901.791      11712.075
    -900.400      11719.076
    -900.349      11722.409
    -899.739      11725.685
    -898.587      11728.812
    -896.927      11731.701
    -894.805      11734.271
    -892.281      11736.448
    -889.428      11738.171
    -886.325      11739.390
    -883.062      11740.072
    -879.731      11740.196
    -887.571      11751.186
    -884.379      11750.199
    -881.397      11748.690
    -878.712      11746.702
    -876.398      11744.292
    -874.521      11741.528
    -873.136      11738.488
    -872.280      11735.259
    -869.620      11738.792
    -866.406      11741.832
    -862.729      11744.292
    -858.693      11746.104
    -854.411      11747.216
    -850.003      11747.597
    -845.593      11747.237
    -841.305      11746.146
    -837.260      11744.354
    -833.571      11741.911
    -830.342      11738.887
    -827.663      11735.366
    -825.611      11731.448
    -841.888      11717.825
    -868.837      11715.429
    -887.284      11704.841
    -900.177      11689.438
    -914.553      11679.321
    -928.504      11668.626
    -911.901      11661.416
    -894.549      11656.265
    -883.084      11659.673
    -864.979      11658.832
    -846.905      11660.184
    -830.707      11665.320
    -833.482      11668.286
    -837.027      11673.514
    -839.666      11679.253
    -841.327      11685.347
    -841.964      11691.630
    -841.562      11697.933
    -840.130      11704.084
    -837.708      11709.917
    -834.361      11715.273
    -831.760      11721.637
    -820.548      11719.106
    -811.975      11719.810
    -803.635      11721.920
    -795.758      11725.376
    -788.560      11730.084
    -782.239      11735.916
    -776.966      11742.710
    -772.888      11750.282
    -770.116      11758.422
    -768.726      11766.908
    -768.756      11775.508
    -751.284      11764.014
    -734.411      11755.913
    -716.773      11749.651
    -698.569      11745.298
    -681.533      11744.540
    -686.855      11758.638
    -692.869      11770.038
    -702.436      11781.677
    -703.027      11780.075
    -715.796      11788.007
    -726.486      11796.769
    -738.343      11803.874
    -746.474      11804.216
    -759.866      11807.586
    -773.607      11808.963
    -784.633      11797.548
    -797.375      11788.085
    -806.797      11775.906
    -821.893      11771.051
    -837.579      11768.722
    -838.508      11763.321
    -857.687      11776.168
    -860.317      11771.336
    -863.702      11766.999
    -867.749      11763.273
    -872.351      11760.257
    -877.385      11758.033
    -882.713      11756.661
    -888.195      11756.177
    -880.372      11744.711
    -883.647      11744.151
    -886.791      11743.074
    -889.721      11741.507
    -892.362      11739.491
    -894.646      11737.079
    -896.514      11734.331
    -897.917      11731.320
    -913.245      11737.586
    -927.538      11745.943
    -940.514      11756.227
    -945.468      11761.689
    -955.053      11775.160
    -954.665      11785.021
    -955.459      11794.857
    -957.425      11804.528
   -1001.480      11805.872
36
    2176.875       2122.504
    2068.036       2107.941
    2068.062       2039.966
    2063.262       2038.058
    2059.086       2104.867
    2045.695       2101.073
    2036.158       2109.697
    2027.549       2106.849
    2025.605       2094.427
    2007.440       2092.556
    2007.499       2082.550
    2008.754       2072.622
    2006.058       2049.283
    1990.313       2045.587
    1975.064       2044.355
    1971.906       2047.373
    1968.379       2049.951
    1964.544       2052.044
    1939.634       2053.058
    1943.271       2047.933
    1946.030       2042.286
    1947.838       2036.267
    1948.647       2030.034
    1948.435       2023.752
