320752.634	2747646.545
320795.264	2747572.042
320857.047	2747587.293
320907.268	2747575.792
320938.145	2747541.041
321007.681	2747502.289
321042.436	2747440.536
321073.315	2747378.783
321100.35	2747332.53
321127.385	2747293.778
321185.327	2747236.025
321235.523	2747127.77
321324.372	2747077.518
321393.876	2747046.767
321490.412	2747000.266
321556.071	2746988.766
321637.169	2746950.265
321760.74	2746873.013
321841.839	2746830.511
321915.22	2746764.759
321996.321	2746676.006
322054.265	2746598.753
322135.362	2746571.754
322220.335	2746537.004
322266.683	2746494.503
322332.311	2746459.753
322370.941	2746398.001
322432.727	2746347.75
322486.794	2746289.749
322521.548	2746235.75
322525.426	2746185.498
322544.745	2746085.246
322529.314	2745973.243
322520.507	2745870.999
322565.762	2745803.007
322588.39	2745750.261
322618.55	2745697.516
322633.656	2745501.276
322671.379	2745441.028
322686.478	2745343.03
322686.484	2745229.781
322678.925	2745154.531
322746.808	2745041.286
322746.814	2744928.287
322724.192	2744845.287
322769.446	2744784.791
322829.793	2744739.545
322905.237	2744634.05
323018.367	2744558.558
323086.246	2744513.314
323161.686	2744483.321
323305.001	2744498.331
323453.126	2744590.089
323515.879	2744556.344
323560.412	2744536.096
323647.133	2744534.598
323722.539	2744602.345
323813.038	2744670.342
323880.942	2744753.337
323933.721	2744836.082
323988.69	2744859.08
324065.911	2744847.58
324181.789	2744851.576
324243.572	2744839.825
324289.917	2744832.075
324336.264	2744793.576
324417.362	2744747.078
324490.739	2744751.076
324540.927	2744754.822
324567.961	2744720.073
324591.151	2744685.324
324629.746	2744673.822
324703.123	2744662.317
324734.033	2744608.068
324788.1	2744554.067
324838.291	2744519.315
324888.513	2744488.565
324930.983	2744465.316
324988.922	2744442.066
325031.391	2744411.32
325070.015	2744357.079
325108.609	2744314.586
325205.168	2744364.821
325280.447	2744376.565
325343.227	2744362.064
325396.32	2744347.565
325449.412	2744333.065
325463.882	2744226.835
325444.57	2744173.847
325454.227	2744096.612
325468.727	2744014.378
325502.506	2743927.651
325541.127	2743831.178
325565.249	2743739.454
325574.904	2743686.469
325613.526	2743637.979
325681.085	2743652.468
325734.175	2743662.209
325821.077	2743647.704
325874.167	2743628.453
325927.258	2743609.202
325970.693	2743589.702
326033.439	2743541.454
326086.528	2743493.205
326105.839	2743435.217
326144.461	2743391.971
326197.55	2743309.73
326230.235	2743265.983
326376.754	2743044.243
326428.718	2742958.245
326450.091	2742830.016
326482.962	2742616.298
326482.961	2742550.562
326532.298	2742221.598
326515.858	2741942.156
326614.501	2741547.591
326762.474	2741218.314
327009.092	2740823.08
327107.779	2740329.717
327189.998	2740066.728
327321.524	2739869.253
327469.52	2739754.275
327509.083	2739765.017
327551.679	2739783.761
327592.337	2739801.005
327636.807	2739809.753
327690.809	2739796.508
327735.248	2739769.018
327775.906	2739754.523
327810.845	2739783.014
327841.003	2739855.493
327879.567	2739904.48
327918.38	2739947.719
327964.757	2739962.717
328009.852	2739956.971
328059.385	2739937.478
328097.512	2739933.481
328148.326	2739949.979
328186.452	2739964.477
328234.766	2739976.476
328287.487	2739973.229
328331.958	2739975.231
328372.616	2739976.232
328418.367	2739997.23
328460.305	2740024.976
328497.836	2740050.472
328538.493	2740080.219
328567.744	2740104.216
328602.713	2740143.46
328645.963	2740182.205
328684.119	2740225.698
328705.743	2740259.943
328731.18	2740297.437
328766.148	2740334.182
328800.492	2740362.679
328834.804	2740387.926
328878.024	2740409.425
328923.15	2740422.177
328962.526	2740422.68
329012.716	2740414.936
329072.406	2740411.942
329111.158	2740411.196
329150.535	2740395.203
329189.288	2740380.709
329250.259	2740372.216
329299.167	2740379.219
329346.2	2740385.472
329405.921	2740384.727
329499.269	2740373.988
329538.021	2740371.502
329595.838	2740350.525
329636.466	2740332.041
329673.938	2740307.805
329717.098	2740273.569
329754.539	2740245.579
329791.386	2740214.587
329821.201	2740189.092
329861.829	2740155.348
329898.675	2740128.101
329932.959	2740106.603
329988.836	2740096.359
330034.587	2740096.362
330082.87	2740098.115
330136.215	2740096.118
330179.403	2740095.371
330241.03	2740094.124
330287.406	2740092.876
330333.782	2740092.879
330380.783	2740092.132
330429.722	2740094.635
330479.879	2740094.638
330530.068	2740091.89
330568.194	2740088.641
330624.727	2740086.144
330665.384	2740088.646
330702.229	2740096.899
330738.448	2740110.153
330779.135	2740136.159
330821.729	2740161.414
330856.042	2740177.168
330894.792	2740194.172
330945.637	2740200.675
330992.013	2740198.676
331042.827	2740195.427
331088.577	2740213.181
331140.702	2740245.437
331182.64	2740261.94
331234.109	2740287.194
331283.047	2740311.198
331323.109	2740340.203
331347.92	2740387.209
331368.263	2740422.713
331390.543	2740458.968
331419.167	2740501.223
331458.572	2740546.974
331496.103	2740577.975
331531.696	2740600.225
331574.915	2740625.976
331618.134	2740651.477
331660.696	2740674.728
331715.978	2740687.979
331758.541	2740692.48
331804.292	2740702.481
331851.919	2740687.232
331888.734	2740647.983
331894.424	2740595.233
331891.832	2740546.482
331945.803	2740529.234
331998.523	2740530.985
332037.93	2740532.985
332107.181	2740560.237
332146.617	2740601.238
332172.679	2740632.988
332209.553	2740669.739
332253.428	2740691.99
332318.867	2740703.741
332365.242	2740714.491
332407.836	2740743.742
332447.866	2740781.743
332476.491	2740806.993
332511.459	2740831.243
332552.741	2740847.493
332595.96	2740855.743
332641.711	2740861.993
332688.149	2740863.243
332689.37	2740818.743
332690.591	2740773.243
332691.093	2740734.493
332693.72	2740675.493
332700.598	2740626.993
332707.82	2740553.242
332712.76	2740508.742
332715.855	2740464.491
332721.42	2740420.739
332726.422	2740373.236
332730.174	2740323.234
332732.114	2740269.982
332735.335	2740216.229
332740.368	2740164.477
332743.558	2740112.474
332750.467	2740059.971
332754.844	2740012.469
332760.408	2739968.217
332764.754	2739922.465
332767.912	2739873.714
332772.352	2739818.711
332775.667	2739757.459
332777.044	2739699.457
332780.297	2739640.705
332782.268	2739584.953
332787.301	2739535.701
332792.866	2739491.95
332798.43	2739447.448
332803.432	2739400.697
332810.934	2739351.445
332815.342	2739300.193
332819.75	2739250.692
332824.658	2739209.44
332835.535	2739141.437
332848.194	2739082.185
332863.946	2739022.932
332872.573	2738984.181
332881.231	2738943.678
332888.639	2738902.426
332895.453	2738858.673
332902.892	2738816.171
332909.675	2738775.169
332915.802	2738736.916
332926.711	2738667.162
332935.808	2738590.908
332941.341	2738550.156
332952.219	2738482.902
332965.002	2738414.149
332973.628	2738375.397
332981.067	2738330.395
332990.381	2738288.143
332996.507	2738248.641
333003.914	2738208.889
333010.041	2738169.387
333020.636	2738104.385
333026.762	2738066.883
333035.701	2738012.13
333083.578	2737964.628
333093.267	2737917.376
333101.706	2737871.123
333108.864	2737823.371
333117.303	2737775.118
333125.773	2737735.616
333135.493	2737696.114
333150.776	2737642.861
333168.466	2737580.858
333189.312	2737521.104
333207.002	2737460.851
333225.911	2737389.347
333242.319	2737323.593
333255.728	2737275.09
333267.261	2737225.087
333280.607	2737166.084
333295.172	2737100.83
333310.361	2737036.826
333324.957	2736976.823
333337.678	2736918.319
333354.805	2736865.066
333374.463	2736816.063
333399.059	2736758.81
333427.405	2736698.056
333453.876	2736641.552
333477.222	2736583.548
333501.225	2736530.295
333525.227	2736476.291
333548.635	2736424.788
333572.606	2736366.284
333597.827	2736310.531
333623.11	2736260.778
333650.862	2736206.025
333682.271	2736143.271
333701.428	2736109.269
333720.555	2736074.017
333740.931	2736039.515
333761.339	2736007.513
333795.278	2735945.759
333830.468	2735885.006
333861.283	2735824.502
333889.597	2735761.749
333921.006	2735693.245
333938.257	2735657.993
333954.258	2735620.491
333969.603	2735581.989
333985.604	2735545.738
334002.855	2735510.486
334020.731	2735476.484
334055.92	2735413.731
334093.61	2735350.728
334130.643	2735285.975
334149.769	2735251.474
334186.208	2735189.971
334213.366	2735138.968
334240.555	2735096.216
334260.9	2735057.215
334294.059	2734983.211
